psm_px,psm_py,psm_pz,psm_ow,psm_ox,psm_oy,psm_oz,dk2_px,dk2_py,dk2_pz,dk2_ow,dk2_ox,dk2_oy,dk2_oz
6.877662,2.372869,81.202904,1.000000,0.000000,0.000000,0.000000,1.025937,2.718076,-2.177310,-0.999763,-0.000791,-0.021351,-0.004136
6.659177,1.888843,79.297783,1.000000,0.000000,0.000000,0.000000,0.946832,3.433877,-3.587659,-0.999669,-0.004878,-0.024584,-0.005864
6.580331,1.549838,78.780991,1.000000,0.000000,0.000000,0.000000,0.852630,4.137943,-4.958969,-0.999628,-0.007485,-0.025250,-0.007021
6.407609,1.182680,77.781746,1.000000,0.000000,0.000000,0.000000,0.690217,4.937296,-6.499557,-0.999704,-0.007860,-0.021202,-0.008962
6.200264,0.844886,76.460625,1.000000,0.000000,0.000000,0.000000,0.534210,5.639551,-7.851353,-0.999768,-0.007125,-0.016296,-0.012152
5.975888,0.559751,75.145218,1.000000,0.000000,0.000000,0.000000,0.400654,6.302612,-9.159238,-0.999760,-0.008243,-0.011788,-0.016513
5.785888,0.277631,73.674866,1.000000,0.000000,0.000000,0.000000,0.274269,7.005342,-10.605553,-0.999679,-0.011687,-0.007713,-0.021103
5.650191,-0.017766,72.429321,1.000000,0.000000,0.000000,0.000000,0.173626,7.604623,-11.888340,-0.999587,-0.014114,-0.005423,-0.024437
5.495054,-0.357853,70.963371,1.000000,0.000000,0.000000,0.000000,0.087672,8.172445,-13.164020,-0.999486,-0.015445,-0.004517,-0.027740
5.319009,-0.760396,69.451805,1.000000,0.000000,0.000000,0.000000,0.047687,8.768948,-14.609689,-0.999361,-0.014963,-0.006012,-0.031898
5.140689,-1.246160,67.642273,1.000000,0.000000,0.000000,0.000000,0.078436,9.256186,-15.925209,-0.999262,-0.011821,-0.009011,-0.035422
5.043250,-1.791912,66.265427,1.000000,0.000000,0.000000,0.000000,0.154046,9.759521,-17.426701,-0.999155,-0.006284,-0.012300,-0.038711
5.012263,-2.441884,64.988533,1.000000,0.000000,0.000000,0.000000,0.224875,10.190764,-18.787149,-0.999081,-0.001122,-0.013997,-0.040498
5.079984,-3.109068,64.309402,1.000000,0.000000,0.000000,0.000000,0.302275,10.595184,-20.156122,-0.999043,0.003419,-0.015254,-0.040847
5.100178,-3.930179,62.711029,1.000000,0.000000,0.000000,0.000000,0.397382,10.984991,-21.693123,-0.999076,0.005726,-0.017085,-0.039016
5.215081,-4.695082,62.250107,1.000000,0.000000,0.000000,0.000000,0.498659,11.281924,-23.071514,-0.999157,0.007748,-0.018508,-0.035809
5.304016,-5.612142,61.159836,1.000000,0.000000,0.000000,0.000000,0.597216,11.573336,-24.428831,-0.999236,0.012189,-0.018708,-0.032074
5.393902,-6.474617,60.206509,1.000000,0.000000,0.000000,0.000000,0.689063,11.888129,-25.843132,-0.999324,0.016351,-0.017929,-0.027603
5.520936,-7.307292,59.560242,1.000000,0.000000,0.000000,0.000000,0.773162,12.142146,-26.969818,-0.999336,0.019465,-0.018460,-0.024641
5.638938,-8.104173,58.807453,1.000000,0.000000,0.000000,0.000000,0.870322,12.395954,-27.958382,-0.999279,0.024204,-0.019365,-0.021945
5.752269,-8.802038,58.235203,1.000000,0.000000,0.000000,0.000000,0.965799,12.704949,-28.942633,-0.999210,0.029892,-0.018802,-0.018234
5.873075,-9.377110,57.805466,1.000000,0.000000,0.000000,0.000000,1.031406,12.985507,-29.697868,-0.999294,0.030505,-0.017070,-0.013764
5.979520,-9.826488,57.423378,1.000000,0.000000,0.000000,0.000000,1.081423,13.248752,-30.316862,-0.999503,0.026465,-0.015013,-0.008262
6.070651,-10.169662,57.113403,1.000000,0.000000,0.000000,0.000000,1.145683,13.545778,-30.854311,-0.999624,0.023058,-0.014221,-0.004333
6.141832,-10.393497,56.691128,1.000000,0.000000,0.000000,0.000000,1.220097,13.780930,-31.206217,-0.999649,0.022315,-0.013775,-0.003821
6.242290,-10.546036,56.488117,1.000000,0.000000,0.000000,0.000000,1.288097,13.980945,-31.474611,-0.999624,0.024070,-0.011709,-0.005950
6.355087,-10.609960,56.257168,1.000000,0.000000,0.000000,0.000000,1.354387,14.163651,-31.702921,-0.999514,0.027898,-0.009003,-0.010567
6.485740,-10.645815,56.106369,1.000000,0.000000,0.000000,0.000000,1.397964,14.278783,-31.832617,-0.999364,0.031291,-0.007057,-0.015556
6.565106,-10.659850,56.033024,1.000000,0.000000,0.000000,0.000000,1.419103,14.333680,-31.896656,-0.999212,0.033626,-0.005884,-0.020249
6.535708,-10.541103,55.631981,1.000000,0.000000,0.000000,0.000000,1.414935,14.315735,-31.878937,-0.999095,0.034958,-0.004453,-0.023812
6.522193,-10.495144,55.575054,1.000000,0.000000,0.000000,0.000000,1.384368,14.232218,-31.782494,-0.998956,0.036365,-0.001798,-0.027591
6.494337,-10.421177,55.533833,1.000000,0.000000,0.000000,0.000000,1.352779,14.100148,-31.628851,-0.998824,0.037683,-0.000234,-0.030506
6.447117,-10.345325,55.528175,1.000000,0.000000,0.000000,0.000000,1.325872,13.917984,-31.416775,-0.998705,0.039032,-0.000436,-0.032641
6.395996,-10.297781,55.594658,1.000000,0.000000,0.000000,0.000000,1.301359,13.681610,-31.120935,-0.998625,0.040156,-0.000701,-0.033686
6.335146,-10.237329,55.755329,1.000000,0.000000,0.000000,0.000000,1.253324,13.374619,-30.697834,-0.998589,0.040899,0.000813,-0.033867
6.242306,-10.109287,55.864449,1.000000,0.000000,0.000000,0.000000,1.194827,13.079597,-30.238211,-0.998557,0.041693,0.003015,-0.033703
6.178424,-9.989666,56.300426,1.000000,0.000000,0.000000,0.000000,1.146559,12.768938,-29.705208,-0.998456,0.043991,0.004410,-0.033644
6.145790,-9.890516,57.112309,1.000000,0.000000,0.000000,0.000000,1.120291,12.412951,-29.004652,-0.998263,0.048097,0.004422,-0.033743
6.103322,-9.716900,57.785801,1.000000,0.000000,0.000000,0.000000,1.113006,12.061983,-28.251860,-0.998175,0.050189,0.004777,-0.033243
6.073567,-9.434684,58.453518,1.000000,0.000000,0.000000,0.000000,1.102782,11.714141,-27.386368,-0.998167,0.050860,0.005772,-0.032286
6.051854,-9.038948,59.110321,1.000000,0.000000,0.000000,0.000000,1.109558,11.337089,-26.320755,-0.998232,0.050955,0.005963,-0.030011
6.053797,-8.602392,59.889042,1.000000,0.000000,0.000000,0.000000,1.133827,11.029170,-25.294044,-0.998259,0.051895,0.004813,-0.027610
6.068794,-8.115179,60.595215,1.000000,0.000000,0.000000,0.000000,1.173362,10.729031,-24.169031,-0.998267,0.053067,0.003130,-0.025250
6.118654,-7.576746,61.442360,1.000000,0.000000,0.000000,0.000000,1.220511,10.399032,-22.821426,-0.998381,0.052028,0.001641,-0.022909
6.202018,-6.976818,62.393150,1.000000,0.000000,0.000000,0.000000,1.268086,10.111572,-21.554020,-0.998536,0.049929,0.000851,-0.020803
6.278912,-6.327990,63.150810,1.000000,0.000000,0.000000,0.000000,1.338685,9.817295,-20.233580,-0.998668,0.048277,-0.000411,-0.018189
6.409547,-5.651872,64.200958,1.000000,0.000000,0.000000,0.000000,1.445922,9.478577,-18.702145,-0.998725,0.048182,-0.002724,-0.014847
6.524603,-4.995109,65.043839,1.000000,0.000000,0.000000,0.000000,1.553834,9.167298,-17.271872,-0.998696,0.049204,-0.005254,-0.012529
6.670268,-4.317081,65.975357,1.000000,0.000000,0.000000,0.000000,1.657985,8.844963,-15.787324,-0.998724,0.048848,-0.006948,-0.010798
6.869499,-3.577965,67.300896,1.000000,0.000000,0.000000,0.000000,1.764717,8.494328,-14.281111,-0.998828,0.047056,-0.007215,-0.008734
7.043524,-2.854685,68.270737,1.000000,0.000000,0.000000,0.000000,1.906166,8.054199,-12.543079,-0.998933,0.045324,-0.007201,-0.005116
7.283985,-2.081534,69.784042,1.000000,0.000000,0.000000,0.000000,2.051258,7.598678,-10.946482,-0.999011,0.043810,-0.007502,-0.001545
7.490065,-1.346739,71.221695,1.000000,0.000000,0.000000,0.000000,2.186753,7.119227,-9.349188,-0.999071,0.042362,-0.007794,0.000958
7.660207,-0.612055,72.444153,1.000000,0.000000,0.000000,0.000000,2.311283,6.564872,-7.551103,-0.999143,0.040925,-0.006023,0.001660
7.798632,0.126248,73.447998,1.000000,0.000000,0.000000,0.000000,2.404346,6.047838,-5.922676,-0.999168,0.040662,-0.002764,0.001346
7.971813,0.917528,74.680878,1.000000,0.000000,0.000000,0.000000,2.489580,5.498151,-4.285367,-0.999161,0.040940,0.000406,0.001409
8.220392,1.762458,76.556808,1.000000,0.000000,0.000000,0.000000,2.596443,4.815902,-2.421616,-0.999173,0.040415,0.003707,0.002528
8.427381,2.489912,78.153564,1.000000,0.000000,0.000000,0.000000,2.697371,4.184298,-0.773558,-0.999182,0.039698,0.006843,0.003412
8.671230,3.244536,80.197937,1.000000,0.000000,0.000000,0.000000,2.806947,3.537169,0.832811,-0.999169,0.039102,0.010895,0.003825
8.902688,3.939643,81.971191,1.000000,0.000000,0.000000,0.000000,2.944984,2.785104,2.595972,-0.999004,0.041532,0.015777,0.004091
9.152801,4.560573,83.632462,1.000000,0.000000,0.000000,0.000000,3.080268,2.102619,4.156982,-0.998663,0.047895,0.019023,0.004124
9.321790,5.057032,84.824753,1.000000,0.000000,0.000000,0.000000,3.214270,1.442790,5.725530,-0.998221,0.055698,0.021001,0.003476
9.458513,5.533585,85.806152,1.000000,0.000000,0.000000,0.000000,3.367465,0.675091,7.516651,-0.997863,0.060871,0.023739,0.000958
9.707140,6.110822,87.356857,1.000000,0.000000,0.000000,0.000000,3.512340,-0.052745,9.120214,-0.997603,0.063190,0.028022,-0.003255
10.080543,6.835012,89.763863,1.000000,0.000000,0.000000,0.000000,3.659895,-0.805604,10.683932,-0.997232,0.065990,0.033707,-0.006117
10.266327,7.377415,91.297623,1.000000,0.000000,0.000000,0.000000,3.817956,-1.647315,12.401421,-0.996629,0.071297,0.040047,-0.006626
10.455160,7.868662,92.522858,1.000000,0.000000,0.000000,0.000000,3.956938,-2.384569,13.911399,-0.996076,0.075943,0.045156,-0.005112
10.596773,8.267687,93.376282,1.000000,0.000000,0.000000,0.000000,4.088465,-3.119235,15.377563,-0.995597,0.078860,0.050526,-0.003726
10.861650,8.877660,95.542084,1.000000,0.000000,0.000000,0.000000,4.245644,-3.957919,16.969173,-0.995070,0.081231,0.056822,-0.002796
11.044640,9.287619,96.822693,1.000000,0.000000,0.000000,0.000000,4.388204,-4.713179,18.311680,-0.994593,0.083619,0.061575,-0.001245
11.364806,9.740501,98.961395,1.000000,0.000000,0.000000,0.000000,4.501745,-5.445742,19.548807,-0.994206,0.084984,0.065786,0.001879
11.551525,9.978456,100.187111,1.000000,0.000000,0.000000,0.000000,4.587965,-6.230892,20.804823,-0.993813,0.085093,0.071208,0.004928
11.765651,10.268579,101.992889,1.000000,0.000000,0.000000,0.000000,4.672800,-6.891726,21.815701,-0.993374,0.085604,0.076489,0.005524
11.982786,10.534311,103.388016,1.000000,0.000000,0.000000,0.000000,4.797441,-7.532009,22.724560,-0.992852,0.086865,0.081691,0.005075
12.213114,10.734940,104.476624,1.000000,0.000000,0.000000,0.000000,4.952652,-8.231880,23.640062,-0.992081,0.089149,0.088300,0.005592
12.230297,10.751812,104.415749,1.000000,0.000000,0.000000,0.000000,5.077243,-8.824726,24.378191,-0.990958,0.093966,0.095463,0.007664
12.315197,10.806219,104.553711,1.000000,0.000000,0.000000,0.000000,5.175320,-9.350471,25.059626,-0.989339,0.101235,0.104176,0.010365
12.498211,10.953625,105.342247,1.000000,0.000000,0.000000,0.000000,5.280489,-9.903254,25.767803,-0.987529,0.106490,0.115290,0.012451
12.716688,11.136582,106.307266,1.000000,0.000000,0.000000,0.000000,5.421232,-10.372458,26.315741,-0.986260,0.107422,0.124789,0.013365
12.999430,11.322285,107.382156,1.000000,0.000000,0.000000,0.000000,5.626615,-10.798468,26.751724,-0.985245,0.106172,0.133387,0.015120
13.185105,11.395434,107.806076,1.000000,0.000000,0.000000,0.000000,5.921910,-11.189305,27.091070,-0.983990,0.105378,0.142513,0.018701
13.384209,11.392631,107.953735,1.000000,0.000000,0.000000,0.000000,6.219893,-11.409257,27.257267,-0.982641,0.106809,0.150046,0.022255
13.772689,11.437813,108.540054,1.000000,0.000000,0.000000,0.000000,6.541399,-11.517486,27.294939,-0.981141,0.109079,0.157521,0.025519
14.391964,11.585031,110.250542,1.000000,0.000000,0.000000,0.000000,6.926364,-11.515100,27.185875,-0.979677,0.111075,0.164574,0.028470
14.639477,11.521864,110.310204,1.000000,0.000000,0.000000,0.000000,7.271515,-11.415771,26.934736,-0.978801,0.111376,0.169153,0.030524
15.165962,11.562752,111.130310,1.000000,0.000000,0.000000,0.000000,7.602069,-11.236540,26.542858,-0.978417,0.109039,0.172609,0.031888
15.297070,11.261326,109.976173,1.000000,0.000000,0.000000,0.000000,7.922968,-11.009344,26.001108,-0.978498,0.104534,0.174741,0.032867
15.563461,11.092567,109.526352,1.000000,0.000000,0.000000,0.000000,8.259630,-10.688190,25.209299,-0.978916,0.098505,0.175830,0.033230
16.039398,10.995313,109.892479,1.000000,0.000000,0.000000,0.000000,8.542594,-10.339710,24.346251,-0.979236,0.094033,0.176548,0.032938
16.461447,10.836462,110.090378,1.000000,0.000000,0.000000,0.000000,8.850389,-9.892673,23.231142,-0.979382,0.091119,0.177310,0.032704
16.627691,10.308830,108.483658,1.000000,0.000000,0.000000,0.000000,9.106927,-9.462132,22.150158,-0.979313,0.089676,0.178414,0.032743
16.834080,9.879434,107.433517,1.000000,0.000000,0.000000,0.000000,9.352605,-9.022645,20.956663,-0.979103,0.088150,0.180298,0.032857
17.051987,9.451094,106.474060,1.000000,0.000000,0.000000,0.000000,9.605024,-8.502202,19.529188,-0.978777,0.086712,0.182711,0.033059
17.330292,9.109581,106.142365,1.000000,0.000000,0.000000,0.000000,9.817421,-8.042290,18.155531,-0.978538,0.086644,0.184028,0.033016
17.351620,8.328428,103.464485,1.000000,0.000000,0.000000,0.000000,10.022997,-7.579844,16.742880,-0.978359,0.088191,0.184287,0.032782
17.544802,7.846830,102.787247,1.000000,0.000000,0.000000,0.000000,10.222028,-7.130223,15.303733,-0.978266,0.090970,0.183611,0.031745
17.642099,7.145439,101.140793,1.000000,0.000000,0.000000,0.000000,10.409862,-6.628180,13.663519,-0.978190,0.094824,0.182416,0.029631
17.633608,6.382099,99.109718,1.000000,0.000000,0.000000,0.000000,10.567418,-6.193058,12.163929,-0.978301,0.099039,0.179824,0.027968
17.698769,5.727663,97.810699,1.000000,0.000000,0.000000,0.000000,10.780502,-5.738827,10.435896,-0.978970,0.104682,0.173045,0.026729
17.846722,4.971313,96.795181,1.000000,0.000000,0.000000,0.000000,11.014724,-5.395045,8.911364,-0.980228,0.107976,0.163687,0.026494
17.996086,4.034007,95.404060,1.000000,0.000000,0.000000,0.000000,11.294732,-5.115307,7.407465,-0.981887,0.108339,0.153135,0.026651
18.114990,2.995296,93.637672,1.000000,0.000000,0.000000,0.000000,11.650438,-4.845692,5.749015,-0.983768,0.105364,0.142792,0.026614
18.361677,2.144090,92.685478,1.000000,0.000000,0.000000,0.000000,12.034438,-4.659379,4.321955,-0.985180,0.102848,0.134586,0.026997
18.651310,1.240786,91.715134,1.000000,0.000000,0.000000,0.000000,12.501899,-4.517841,2.956666,-0.986290,0.102603,0.126065,0.028496
19.134834,0.370210,91.199387,1.000000,0.000000,0.000000,0.000000,13.137132,-4.432095,1.489890,-0.987503,0.102564,0.115331,0.031877
19.637814,-0.623219,90.441254,1.000000,0.000000,0.000000,0.000000,13.771854,-4.417161,0.324473,-0.988516,0.101374,0.106195,0.035807
20.342102,-1.575091,90.257095,1.000000,0.000000,0.000000,0.000000,14.465319,-4.442713,-0.730343,-0.989296,0.099332,0.099329,0.039508
20.959599,-2.470079,89.768600,1.000000,0.000000,0.000000,0.000000,15.309787,-4.517553,-1.790652,-0.989846,0.096833,0.094594,0.043367
21.846935,-3.293762,89.880798,1.000000,0.000000,0.000000,0.000000,16.106499,-4.614075,-2.601099,-0.990312,0.093414,0.091707,0.046317
22.980152,-4.096202,90.454819,1.000000,0.000000,0.000000,0.000000,17.057056,-4.763642,-3.394500,-0.991005,0.086938,0.088653,0.049909
23.894245,-4.752026,90.570305,1.000000,0.000000,0.000000,0.000000,17.958059,-4.933810,-4.005662,-0.991679,0.079853,0.085625,0.053525
24.723864,-5.356830,90.403053,1.000000,0.000000,0.000000,0.000000,18.871323,-5.111695,-4.543753,-0.992041,0.073864,0.084428,0.057192
25.907827,-5.996150,90.838852,1.000000,0.000000,0.000000,0.000000,19.897465,-5.263180,-5.036040,-0.991865,0.071316,0.086897,0.059731
26.960535,-6.434919,91.150467,1.000000,0.000000,0.000000,0.000000,20.813049,-5.367503,-5.374437,-0.991402,0.070624,0.091933,0.060678
27.643110,-6.638476,90.600235,1.000000,0.000000,0.000000,0.000000,21.742033,-5.474635,-5.627655,-0.990945,0.069345,0.097541,0.060867
28.890118,-6.896939,91.014015,1.000000,0.000000,0.000000,0.000000,22.824150,-5.596134,-5.849864,-0.990291,0.070227,0.103247,0.061086
30.639584,-7.231617,92.516487,1.000000,0.000000,0.000000,0.000000,23.792788,-5.683581,-6.010514,-0.989429,0.073586,0.109157,0.060827
31.507965,-7.302202,92.701653,1.000000,0.000000,0.000000,0.000000,24.739958,-5.753428,-6.112270,-0.988305,0.077567,0.116479,0.060573
32.905704,-7.401583,93.618637,1.000000,0.000000,0.000000,0.000000,25.805962,-5.800279,-6.152140,-0.986816,0.082933,0.124805,0.061148
